text,created_at,id,user_screen_name,user_location,user_time_zone,coordinates,retweeted,in_reply_to_status_id,in_reply_to_user_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @CruddyassRodd Tomorrow night  DM for addy for bro bday kit @DMGKINGCLOUT,5/4/17 21:29,8.60E+17,flightluciano,"Walker Mill, MD",Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton just told me Im not a mom yet because Addy hasnt been born And I dont think he understands how bad my feelings are hurt,5/4/17 21:28,8.60E+17,jay_lemonhead,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addyrae1 good thing its only a tiny scratch,5/4/17 21:27,8.60E+17,100night_,,,,FALSE,8.60E+17,718883760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addyrae1 Nah Im not a big fan of vegetables,5/4/17 21:26,8.60E+17,dambingewatcher,Hell #ungrounded,,,FALSE,8.60E+17,718883760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @iTsMeeDre send that addy and im gone come through,5/4/17 21:26,8.60E+17,WILDBOY_17,Texas ,Mountain Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Went for walkie in duckie then felt bad mastered walking boo and Addy in umbrella stroller Then we came back and rested on a bucket lol,5/4/17 21:23,8.60E+17,amandamcc22,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open house tonight hmu for addy,5/4/17 21:21,8.60E+17,ARod52_,"Georgetown, TX",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The addy will be sent out tomorrow Stay tuned,5/4/17 21:21,8.60E+17,aljz_,"Washington, USA",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Babydestoooo YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  TIME 9,5/4/17 21:21,8.60E+17,fvmous_moe,getting this money ,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyHughes Nice to meet ya Addy Hughes,5/4/17 21:20,8.60E+17,pillwaggaford1,Carson,Pacific Time (US & Canada),,FALSE,,248425733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addy when she got her big ass bottle,5/4/17 21:19,8.60E+17,eddygherrera55,"California, USA",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addy does it,5/4/17 21:18,8.60E+17,Crewsett,"Philadelphia, PA",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anybody selling addy cstat area HMU,5/4/17 21:18,8.60E+17,Bribabby97,"College Station, TX",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @fettylop Hmu me for the addy#40sandshorties,5/4/17 21:18,8.60E+17,6ristianlopez,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @nickdiaz8153 Dayger Saturday Beach themed hmu for addy Youre not getting in unless youre wearing beach stuff,5/4/17 21:17,8.60E+17,Josh_Gutierrez3,,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hmu for the addy,5/4/17 21:16,8.60E+17,_Sfav98,702/858,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gotta thank addy for helping me out today #godblessus,5/4/17 21:16,8.60E+17,maritzah44,"Dallas, TX",Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @CrownEquipment Crowns Auto Positioning System video  won a 2017 HermesADDY Award  h,5/4/17 21:14,8.60E+17,HeitkampMark,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Babydestoooo YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  TIME 9,5/4/17 21:14,8.60E+17,rissaaabee,ho'smackin ,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyFinch youre very welcome,5/4/17 21:13,8.60E+17,Milfseeker337,"Michigan, USA",,,FALSE,8.60E+17,1969528196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this addy made me hella awake physically and hyper but im so tired and keep yawning at the same time im confused,5/4/17 21:12,8.60E+17,SusanJaw,Snapchat: Susan9753,Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @TStateParties Dont call me for no dick appointments during finals My dick the size of fun size snicker bar from all the addy and cof,5/4/17 21:11,8.60E+17,Jojogotjokes,D(Â‹Ã›_)V,Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@dizzkiplng addy,5/4/17 21:11,8.60E+17,chindimples,,Eastern Time (US & Canada),,FALSE,8.60E+17,2488271892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @lilaaron911 im at that point in life where everyone say they dont fw me but still dap me up n ask for the addy lol,5/4/17 21:10,8.60E+17,YoItsLitAF,"Deep Ellum, Dallas",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Babydestoooo YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  TIME 9,5/4/17 21:10,8.60E+17,__Rheanna,NOLAÂ‰_ÃèÂ•Ã_Âè,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legit @BlueRaiderDJ shoot me your addy Ill send ya this helmet bro I got what I wanted signed,5/4/17 21:07,8.60E+17,TitanUP_19,,Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @DCUniverseguy80 @CoachGyorkos @AddyRouse anytime buddy we are one big family at @SIUTigers #BrickByBrick #ICU,5/4/17 21:07,8.60E+17,CoachGyorkos,"Salem, WV ",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AdeleineRouss I tug back the tray but I am hungry Addy and this is how I ate when I did have time to eat,5/4/17 21:07,8.60E+17,master_charmeur,"Paris, France (1630's)",,,FALSE,8.60E+17,3291243799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dont call me for no dick appointments during finals My dick the size of fun size snicker bar from all the addy and coffee I took,5/4/17 21:02,8.60E+17,TStateParties,"San Marcos, TX",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@evieeeee not yet What addy did you send to,5/4/17 21:01,8.60E+17,jod_zzz,"Aberdeen, Scotland",Amsterdam,,FALSE,8.60E+17,170397259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @fettylop Hmu me for the addy#40sandshorties,5/4/17 20:59,8.60E+17,fettylop,,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Babydestoooo YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  TIME 9,5/4/17 20:58,8.60E+17,Deefinnessin,Ridgemont 4,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Babydestoooo YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  TIME 9,5/4/17 20:58,8.60E+17,bobby_playboy21,"Houston, TX",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @lilaaron911 im at that point in life where everyone say they dont fw me but still dap me up n ask for the addy lol,5/4/17 20:58,8.60E+17,kileyyya,"Brooklyn, NY",Atlantic Time (Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @raullima1414 Yall ready  WE ON   hmu for the addy  Shit its gunna be a movie @RedPandaRips @rjaykid @andrewventura @jan,5/4/17 20:56,8.60E+17,NesssRosee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @tgyeet Addys happier about Steel winning than some teams are about globing,5/4/17 20:54,8.60E+17,THISISAN_ALERT,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addys happier about Steel winning than some teams are about globing,5/4/17 20:54,8.60E+17,tgyeet,GA,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the hyung and pure love dvds arrived at my k addy,5/4/17 20:54,8.60E+17,alesorders,"Austin, TX",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@CoachGyorkos @AddyRouse anytime buddy we are one big family at @SIUTigers #BrickByBrick #ICU,5/4/17 20:53,8.60E+17,DCUniverseguy80,U.S.A.,Eastern Time (US & Canada),,FALSE,8.60E+17,3307490012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Babydestoooo YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  TIME 9,5/4/17 20:53,8.60E+17,_cossmoo,"Hiram Clarke, Tx",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@47Addy @Logic301 @jaannnny Right,5/4/17 20:51,8.60E+17,mfreitas__,,Pacific Time (US & Canada),,FALSE,8.60E+17,2208361969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@DCUniverseguy80 @AddyRouse Love your support Randall #BrickByBrick #ICU,5/4/17 20:51,8.60E+17,CoachGyorkos,"Salem, WV ",Pacific Time (US & Canada),,FALSE,8.60E+17,270066597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyRouse @CoachGyorkos here we go tigers #siutigerpride,5/4/17 20:50,8.60E+17,DCUniverseguy80,U.S.A.,Eastern Time (US & Canada),,FALSE,8.60E+17,154427293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send that addy and im gone come through,5/4/17 20:50,8.60E+17,iTs_Mee_Dre,"Kilgore/Longview, TX",Mountain Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addisonx Sup addy,5/4/17 20:49,8.60E+17,pleadengaging1,Smyrna,Pacific Time (US & Canada),,FALSE,,7.98E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Babydestoooo YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  TIME 9,5/4/17 20:49,8.60E+17,keketheplayaa,,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@shakurmalone Shoot me an addy via dms,5/4/17 20:49,8.60E+17,Mav_Reto,,Arizona,,FALSE,8.60E+17,77922218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @CruddyassRodd Tomorrow night  DM for addy for bro bday kit @DMGKINGCLOUT,5/4/17 20:48,8.60E+17,DMG_KINGCLOUT,Still out SOUTH EAST DC ,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ADELAINEMOODS @AdelaineMorin I know Im not addy but yes lol,5/4/17 20:47,8.60E+17,perfectlymorin,,,,FALSE,8.60E+17,7.18E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @holvmads we found one of the heros of our sweet babies now its time for the others and the woman who prayed over addy and marshal plea,5/4/17 20:47,8.60E+17,yogirlkaaay,"Canton, TX",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @GeorgWebb Anybody got the Addy of the Iowa mango processing plant  #hrcratline,5/4/17 20:46,8.60E+17,flora_fauna5,United States,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Babydestoooo YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  TIME 9,5/4/17 20:45,8.60E+17,_realK,Houston,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
where the addy san marcos,5/4/17 20:45,8.60E+17,virarica,"San Marcos, Texas",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Babydestoooo YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  TIME 9,5/4/17 20:44,8.60E+17,prettygirljugga,juggas world,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @lilaaron911 im at that point in life where everyone say they dont fw me but still dap me up n ask for the addy lol,5/4/17 20:43,8.60E+17,TELEVISIONBLUE,sc: colinneace,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addyprovi @kylaanicolee @The2020Fam @ the whole science department it doesnt get any better trust me its great,5/4/17 20:43,8.60E+17,DunbaughKenzie,@rjp0426,,,FALSE,8.60E+17,4766860404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Babydestoooo YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  TIME 9,5/4/17 20:42,8.60E+17,Babydestoooo,Somewhere jammin NBA youngboy,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I need an addy prescription,5/4/17 20:42,8.60E+17,WizKayy,Cleveland,Quito,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Babydestoooo YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  TIME 9,5/4/17 20:42,8.60E+17,sheelovesmatty,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Babydestoooo YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  TIME 9,5/4/17 20:41,8.60E+17,ameliaa0211,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Babydestoooo YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  TIME 9,5/4/17 20:41,8.60E+17,shortassjaay,somewhere eating _Ã™Âç_,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Babydestoooo YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  TIME 9,5/4/17 20:41,8.60E+17,trill_thvg,withmycrush,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@BDDarryl text me the addy,5/4/17 20:41,8.60E+17,slaterslatyr,,Pacific Time (US & Canada),,FALSE,8.60E+17,307997712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @BlueEyedKilluh imma need that addy i just wanna talk,5/4/17 20:39,8.60E+17,miaavigil,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So excited to be picking up Addy for the summer  #nomoreemptynest,5/4/17 20:39,8.60E+17,lisa_martoncik,,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @BishopSteve Bishop Eddy Addy at AOM Conference last night What a preacher  #AOM,5/4/17 20:39,8.60E+17,RKuhlor,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@LiLGami sag addy,5/4/17 20:37,8.60E+17,Cocaethylen,Stuttgart,Bern,,FALSE,8.60E+17,8.33E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5th and 6th May  Addy Van Der Borgh Paul Sinha JoJo Smith Robert Smith and GeoffBoyz,5/4/17 20:36,8.60E+17,bananacabaret,"Balham, London, UK",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A sidesplittingly brilliant lineup of comedians this weekend at Banana Cabaret Addy Van Der Borgh Addy van der,5/4/17 20:36,8.60E+17,bananacabaret,"Balham, London, UK",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyDmarko Hi Addy Nice to meet you,5/4/17 20:36,8.60E+17,NicoleLBates,Michigan,Eastern Time (US & Canada),,FALSE,,7.77E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YKWTFGO   THE MF TWINs DEN DID IT AGAIN YALL COME FW OUR PARTY  WHEN  MAY 6TH  WHERE  MOCITY DM FOR ADDY  T,5/4/17 20:36,8.60E+17,Babydestoooo,Somewhere jammin NBA youngboy,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crowns Auto Positioning System video  won a 2017 HermesADDY Award,5/4/17 20:34,8.60E+17,CrownEquipment,,Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@FlakeeGriffin Lmao you act like I asked for your addy,5/4/17 20:33,8.60E+17,LolaaSYN, clouds.,Eastern Time (US & Canada),,FALSE,8.60E+17,172630781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@shellyknicksTV i can shoot you my addy,5/4/17 20:32,8.60E+17,alexanderkimchi,"San Marcos, TX",Mountain Time (US & Canada),,FALSE,8.60E+17,419143319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addylewd And do you expect to be the one to receive that bounty,5/4/17 20:32,8.60E+17,SluttySamurai,,,,FALSE,8.60E+17,3342440327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @RentsDueFLA WE HAVE CHANGED THE VENUE FOR #RentsDue   NEW ADDY   RENTS DUE 512 W @SDotBraddy @YoshiThompkins @xaliunknwn @bassXsan,5/4/17 20:30,8.60E+17,yojxse,Broward county ,Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @yojxse NEW ADDY FOR RENTS DUE ON 512  @YoshiThompkins  @SDotBraddy  @xaliunknwn  @bassXsantana   more special guests,5/4/17 20:29,8.60E+17,yojxse,Broward county ,Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IF THEY DONT COVER MY ADDY ILL KILL,5/4/17 20:28,8.60E+17,CTBPaul,"Green Bay, WI",Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @lilaaron911 im at that point in life where everyone say they dont fw me but still dap me up n ask for the addy lol,5/4/17 20:28,8.60E+17,iamAvstin,,Atlantic Time (Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @eleazarl300 Yall be ready May 19th going down for Austins prom after party Addy will be posted that same day Guys 3 all night,5/4/17 20:28,8.60E+17,maggieeshakur,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnight i love my moms lily and addy,5/4/17 20:28,8.60E+17,bIacktohrns,alicante with fanny,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @silentaddy This Weekend Miami FL  May 6 at LMNCTY,5/4/17 20:25,8.60E+17,REIGNSPRME,"ÃŒÃèT: 26.236405,-80.20121",Quito,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Someone plz come hang out with me hmu for the addy,5/4/17 20:24,8.60E+17,kasssino,u won't find pussy in my dms.,Arizona,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This candus empties for summer faster than an addy prescription during finals week,5/4/17 20:24,8.60E+17,thatguytesta,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @AlexCoronaa1 addy out Friday,5/4/17 20:23,8.60E+17,jesusmercado722,sc: j3sus_10,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @noturgurl soo you need my addy to bring my money or how we doin this,5/4/17 20:21,8.60E+17,gwencollinr,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AyyAddy lol you right,5/4/17 20:21,8.60E+17,LonelyCatGuy,"Tampa, FL Â‰ÃèÃ¶Â•Ã_Âè Chicago, IL ",Atlantic Time (Canada),,FALSE,8.60E+17,81210284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
just realized that addy and molly are drugs AND american girl doll names and truly idk what to do with that but im FREAKIN #josefinaisnext,5/4/17 20:20,8.60E+17,carole_00,"Los Angeles, CA",Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@taylorm731 Um did you talk this over with Addy And did she approve,5/4/17 20:19,8.60E+17,gordonlt13,,,,FALSE,8.60E+17,798511243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @lilaaron911 im at that point in life where everyone say they dont fw me but still dap me up n ask for the addy lol,5/4/17 20:19,8.60E+17,YungBlackMage99,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hey @chancetherapper I just won a National ADDY for this poster candaign I did for Acid Rap  and I get to see you,5/4/17 20:19,8.60E+17,Liz_Scott14,,Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @lilaaron911 im at that point in life where everyone say they dont fw me but still dap me up n ask for the addy lol,5/4/17 20:18,8.60E+17,zodiachamber,gothganistan,Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyMagann @lakenpaulsen16 You said my Crotch is on fire Look touch it,5/4/17 20:18,8.60E+17,JenRushton16,,,,FALSE,8.60E+17,2595722017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @FuckDonnyTrump Tell your senrep not to be a #ChickenShit when she goes to #CapitolHill Dunno who yours is Type in ur addy here ht,5/4/17 20:17,8.60E+17,KarenMattheis1,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Does a quote tweet count as RT @AndrewWK Did I win Do you need to know my size and shipping addy,5/4/17 20:17,8.60E+17,dosomethingPR,Los Angeles,Pacific Time (US & Canada),,FALSE,8.60E+17,42744294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addy Daddy,5/4/17 20:17,8.60E+17,TheDJHennessy,The Other LA,Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@adelasanchezz @filmography wOw Addy these R sO beautiful,5/4/17 20:17,8.60E+17,HumbleHoneyB,,Central Time (US & Canada),,FALSE,8.60E+17,1505186988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Ddubb If yall need the addy ask ME or TAKIRAH not anybody else,5/4/17 20:16,8.60E+17,takirahh_,"Winston-Salem, NC",Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @lilaaron911 im at that point in life where everyone say they dont fw me but still dap me up n ask for the addy lol,5/4/17 20:15,8.60E+17,yunggothgamer,"Portland, OR",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @lilaaron911 im at that point in life where everyone say they dont fw me but still dap me up n ask for the addy lol,5/4/17 20:15,8.60E+17,_DirtyWhiteBoy,"Tulsa, OK Â‰Â Ã• Marshall, MO",Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @nickdiaz8153 Dayger Saturday Beach themed hmu for addy Youre not getting in unless youre wearing beach stuff,5/4/17 20:15,8.60E+17,Elijah_DS,,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @noturgurl soo you need my addy to bring my money or how we doin this,5/4/17 20:15,8.60E+17,RAMOSSS_A,,Hawaii,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@lilaaron911 whats ur addy,5/4/17 20:14,8.60E+17,kaylacarr__,happy to be here,Pacific Time (US & Canada),,FALSE,8.60E+17,2733967279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
addy arent you white,5/5/17 2:13,8.60E+17,RFratz,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ChiefsESC @LogitechG @DeaziD @ChiefTucks When there is 1 addy left in the box,5/5/17 2:12,8.60E+17,InceptImmense,"Gold Coast, Queensland",Brisbane,,FALSE,8.60E+17,2728495933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @JHoegemeyer1 Party Saturday night In Bay City hmu for the addy dont come if you just tryna start drama Leave that shit at home,5/5/17 2:11,8.60E+17,isaacno6ibarra,Blessing Texas,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @dcvbo GET LIT THIS SATURDAY ONLY PLACE TO BE   ADDY IS OUT TXT NUMBER OR DM ME FOR THE ADDY    NO SHUTDOWN,5/5/17 2:10,8.60E+17,karaasuarez,"Los Angeles, CA",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
